item_id,title,price_jpy,buyout_jpy,detail_url,image_url,image_preview,source_page,title_en
q1215389495,【取り付けOK！即発送】スバル純正 KV3 KV4 サンバー バン リアバンパー スチール 鉄バンパー 外装 白 ホワイト ソリッド系,8778,8789,https://500yenshop.com/en/yahoo-auctions/detail?id=q1215389495,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/a797205482fdddf564397c3b450e51eaac2c0c58f4e394265b352dcbf6d0c15c/i-img600x450-17679641196638z0z84v47622.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F12),IMAGE(F12,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B12,""ja"",""en"")"
1215490701,快速SC！サンバーディアス スーパーチャージャー 4WD V-KV4 4気筒 5MT パワステ付 希少 絶版車 軽バン・ソロキャン・車中泊に！ 検R8年11月,206000,,https://500yenshop.com/en/yahoo-auctions/detail?id=1215490701,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/c656565d542fd6e216f690b6701a4f4c1c595293a10c071229f94d43cf6191a7/i-img1200x900-17680495233741623tk8zd8.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F13),IMAGE(F13,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B13,""ja"",""en"")"
d1214431855,z_KV3KV4　サンバ―　給油口　扉＋キャップ,1000,,https://500yenshop.com/en/yahoo-auctions/detail?id=d1214431855,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/b0a5ed56d1ea8f289c374e3404a48e0b89be78c7496fc692899694120ea17f6c/i-img1200x900-176724233222127nsehb230.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F14),IMAGE(F14,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B14,""ja"",""en"")"
q1212081677,☆即発送☆ スバル純正 KV3 KV4 サンバー クラシック フロント フェイス パネル 外装 左右 セット グリーン,8778,8789,https://500yenshop.com/en/yahoo-auctions/detail?id=q1212081677,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0112/user/a797205482fdddf564397c3b450e51eaac2c0c58f4e394265b352dcbf6d0c15c/i-img600x450-17654599762605viwccx66635.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F15),IMAGE(F15,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B15,""ja"",""en"")"
s1216050037,ファンベルト スバル R2 RC1 RC2 サンバートラック KV3 KV4 TT1 TT2 サンバーバン KV3 KV4 TV1 TV2 サンバーディアスワゴン TW1 TW2,,1340,https://500yenshop.com/en/yahoo-auctions/detail?id=s1216050037,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/c917fb5ad570c88ea4eef752f0845fa166e07942addbb33c366c8111296f5ac0/i-img1200x1200-17684618588909guhu5r32288.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F16),IMAGE(F16,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B16,""ja"",""en"")"
q1215869369,純正オプション スバル サンバー クラシック KV3 KV4 ディアス フロントバイザー フロントルーフバイザー フロントガラスバイザー 中古品,44000,,https://500yenshop.com/en/yahoo-auctions/detail?id=q1215869369,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/e4e95579ff5cd09ab3f650eafa50462ecce19e54be7b70006750f28c4ee4c2dc/i-img1200x900-17683539560867wyqowl4049.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F17),IMAGE(F17,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B17,""ja"",""en"")"
w1205710620,サンバー KS3 KS4 KV3 KV4 シリンダー ヘッドガスケット K.P 日本製 メール便 送料無料,,2200,https://500yenshop.com/en/yahoo-auctions/detail?id=w1205710620,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0110/user/782a92a60f09cbe13e52221276ab7775eb2109b4fb6f6e71e400cd96390134bd/i-img600x450-17616576153094zvbn6n195.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F18),IMAGE(F18,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B18,""ja"",""en"")"
r1211887902,スバル サンバー TV系TW系KV3/KV4に適合　テール用ハイフラ抵抗　カプラー付き　ワンタッチ装着,,2215,https://500yenshop.com/en/yahoo-auctions/detail?id=r1211887902,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0112/user/78d2077214b9f62fcc5b1fcfb359d24915f79738dacbf3a4da3a7478a4e18dc2/i-img869x869-1765341163251847tymnvp31.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F19),IMAGE(F19,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B19,""ja"",""en"")"
d1214802417,希少パーツ スバル サンバー KV3 KV4 TV1 TV2 TW1 TW2 メッキドアノブ ドアハンドル アウターハンドル左右 スライドドアアウターハンドル,,18000,https://500yenshop.com/en/yahoo-auctions/detail?id=d1214802417,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/f2a705486eb8832243f3cf22f65e37d83269036209d4440bfcc59605caf456d9/i-img1024x768-1767578968037521kioaf331.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F20),IMAGE(F20,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B20,""ja"",""en"")"
k1215945892,1992年11月 サンバーバンカタログ　KV4 KV3,777,,https://500yenshop.com/en/yahoo-auctions/detail?id=k1215945892,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/5d22d325926e87424e001dada1803fc5b93d4842ff332445b50b7f976754d360/i-img1200x1200-17683933495665nm7xch11776.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F21),IMAGE(F21,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B21,""ja"",""en"")"
j1214904127,スバル サンバー V-KV4 EN07 スロットルボディ センサー付 ISCV ISCバルブ 16542KA211,,7260,https://500yenshop.com/en/yahoo-auctions/detail?id=j1214904127,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/32872584fe5d2e7117c5e3c768237436ec5990f4e657ca97eded310e6dfda32e/i-img640x480-17676613854647e6hsiv35.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F22),IMAGE(F22,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B22,""ja"",""en"")"
q1216150651,★　108　スバル サンバー ディアス KV3 KV4 KS3 KS4　スピードメーター 速度計 スピードメーターパネル 計器 走行距離124747m,,3000,https://500yenshop.com/en/yahoo-auctions/detail?id=q1216150651,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/6eec8c4f426e7488d9ccb5df464474dfb1e4d4ac247e2ad92802773fd5e87754/i-img1200x676-17685285824258bd7xkn12600.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F23),IMAGE(F23,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B23,""ja"",""en"")"
j1212898444,リフトアップ サス サンバー KV3 KV4 1.5インチ UP フロント リア スプリング サスペンション 1台分 ショック コイル,,7700,https://500yenshop.com/en/yahoo-auctions/detail?id=j1212898444,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0112/user/ddf472bc7ab650217f614821a238f72c80de94632558b5610ddac37c7bdfbcc3/i-img600x600-17660568304969lspj8v133316.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F24),IMAGE(F24,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B24,""ja"",""en"")"
g1215214854,_b195899 スバル サンバートラック KS4 アクセルペダル KS3 バン KV3 KV4,1881,2480,https://500yenshop.com/en/yahoo-auctions/detail?id=g1215214854,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/de61749289efddbab1a92b53b471daaaf12f6289aaf564cc53b8f550fc31e53e/i-img1200x900-17678514895846ow6sue1629.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F25),IMAGE(F25,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B25,""ja"",""en"")"
p1214419548,z_KV3KV4 サンバ―　ステアリングコラムスイッチ　ライト・ワイパースイッチ,1000,,https://500yenshop.com/en/yahoo-auctions/detail?id=p1214419548,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/b0a5ed56d1ea8f289c374e3404a48e0b89be78c7496fc692899694120ea17f6c/i-img1200x900-17672443654193eeuuby44178.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F26),IMAGE(F26,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B26,""ja"",""en"")"
v1212690022,KV3 (KV4) サンバーディアス クラシック H6年式 EN07 　キャブレター　キャブ　　　S12D...,,17600,https://500yenshop.com/en/yahoo-auctions/detail?id=v1212690022,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0112/user/02bf653d7dc44a339e4c0c04bdbd71090065519292074e855fc7a88714b1d2bd/i-img1200x800-17659236425189znxhhy35.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F27),IMAGE(F27,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B27,""ja"",""en"")"
v1211910035,KS3/KS4/KV4/KV3/サンバー H・R STD　インストルメントパネル/インパネ/ダッシュボード,5500,8000,https://500yenshop.com/en/yahoo-auctions/detail?id=v1211910035,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0112/user/031dfd30ba93b57093f219d56e4910d030ef04a7a39a5dac6a1f4e2bc8aecd59/i-img1024x768-1765358766093215xjkwqr8.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F28),IMAGE(F28,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B28,""ja"",""en"")"
k1214988068,サンバー KV3 KV4 1990 03～EMPi タイミングベルト 6点セット テンショナー ウォーターポンプ アイシン 国内メーカー,,11430,https://500yenshop.com/en/yahoo-auctions/detail?id=k1214988068,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/782a92a60f09cbe13e52221276ab7775eb2109b4fb6f6e71e400cd96390134bd/i-img600x450-17677009590262mo4azu856.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F29),IMAGE(F29,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B29,""ja"",""en"")"
m1209896012,【C】スバル　サンバークラシック　KV4　純正　ヘッドライトメッキグリル,2200,,https://500yenshop.com/en/yahoo-auctions/detail?id=m1209896012,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0112/user/500ce32ceaa172407829a863a7e2d7e054d92ebc0abdee7eba95c9ffe321f45d/i-img1200x900-176457685584715culs026.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F30),IMAGE(F30,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B30,""ja"",""en"")"
f1216081143,大野ゴム タペットカバーパッキン サンバー TT1 TT2 TV2 KV3 KV4 TV1 TV2 TW1 TW2 シリンダーヘッドカバーパッキン 軽トラ 軽バン SP-0001,,2110,https://500yenshop.com/en/yahoo-auctions/detail?id=f1216081143,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/c917fb5ad570c88ea4eef752f0845fa166e07942addbb33c366c8111296f5ac0/i-img1200x1200-17684815309319g73gl233148.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F31),IMAGE(F31,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B31,""ja"",""en"")"
c1215209047,_b195899 スバル サンバートラック KS4 フロント ワイパーアーム 左右 KS3 バン KV3 KV4,4256,4980,https://500yenshop.com/en/yahoo-auctions/detail?id=c1215209047,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0201/user/de61749289efddbab1a92b53b471daaaf12f6289aaf564cc53b8f550fc31e53e/i-img1200x900-176785196681235otvdd35.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F32),IMAGE(F32,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B32,""ja"",""en"")"
