item_id,title,price_jpy,buyout_jpy,detail_url,image_url,image_preview,source_page,title_en
d1198946840,スバル 純正 KV3 KV4 サンバー ディアス クラシック フロントバンパー ベージュ系 即納 棚24-3,5489,5500,https://500yenshop.com/en/yahoo-auctions/detail?id=d1198946840,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/d82cfa456a90b53ebac35106b48937f955a2d55feeb5e459fcdfd7d411b03e9b/i-img533x400-17569884655308hp4n7n35.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F12),IMAGE(F12,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B12,""ja"",""en"")"
s1198121145,社外 新品 サンバー KV3 / KV4 系 リアバンパー スバル [57720-TA012NN] 管:783,,16500,https://500yenshop.com/en/yahoo-auctions/detail?id=s1198121145,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0108/user/a1c94e8930ac615717c0d5341a40a0c93059e4eb5ad32f536b1560f8fc4e3a13/i-img591x251-17564334843517zvacb616745.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F13),IMAGE(F13,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B13,""ja"",""en"")"
x1190919420,（FP）リアドライブシャフト左側 KV3-216 サンバーディアスクラシック/SAMBAR Dias EN07 純正 破損なし ベース 当時物！（検索 KV4/流用）,6000,10000,https://500yenshop.com/en/yahoo-auctions/detail?id=x1190919420,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0107/user/5aaf179fd46b08c584fa4f60892ba85df39130c12461c976a178308d6cd5f4bb/i-img1200x900-17513516631489trkjzf16861.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F14),IMAGE(F14,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B14,""ja"",""en"")"
t1193317285,（FP）リアドライブシャフト左側 KV3-134 サンバーディアスクラシック/SAMBAR Dias EN07 純正 曲がりなし ベース 当時物！（検索 KV4/流用,6000,7500,https://500yenshop.com/en/yahoo-auctions/detail?id=t1193317285,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0107/user/5aaf179fd46b08c584fa4f60892ba85df39130c12461c976a178308d6cd5f4bb/i-img1200x900-1752972555391188kqjh39616.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F15),IMAGE(F15,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B15,""ja"",""en"")"
m1200048923,Z.01 　サンバー　KV3　KV4　ウィンカー　左右　　★　KS3　KS4　クリアランスランプ　　コーナーランプ　　　送料600円,,6100,https://500yenshop.com/en/yahoo-auctions/detail?id=m1200048923,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/2842a9300d1bf696bfabcc4b9e82d610171e8d3faf7dc36d168d465a59d800f9/i-img1200x900-1757733253293760kes6oi31.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F16),IMAGE(F16,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B16,""ja"",""en"")"
p1198091121,★スバル　サンバー/サンバーディアス　KV3/KV4/KS3/KS4系等　MT車用　ペダルパット２枚　即決,539,550,https://500yenshop.com/en/yahoo-auctions/detail?id=p1198091121,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0108/user/13204a9990c434af95a1dd1e132859fa942656b9a78433c0ebb3ba7c05a38ede/i-img1200x900-17564201123794rzaori2993.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F17),IMAGE(F17,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B17,""ja"",""en"")"
k1199987337,希少パーツ スバル サンバー KV3 KV4 TV1 TV2 TW1 TW2 メッキドアノブ ドアハンドル アウターハンドル左右 スライドドアアウターハンドル,,18000,https://500yenshop.com/en/yahoo-auctions/detail?id=k1199987337,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/f2a705486eb8832243f3cf22f65e37d83269036209d4440bfcc59605caf456d9/i-img1024x768-1757691141816462wokeg431.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F18),IMAGE(F18,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B18,""ja"",""en"")"
b1178149013,スバル サンバー TV系TW系KV3/KV4に適合　テール用ハイフラ抵抗　カプラー付き　ワンタッチ装着,,2000,https://500yenshop.com/en/yahoo-auctions/detail?id=b1178149013,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0103/user/78d2077214b9f62fcc5b1fcfb359d24915f79738dacbf3a4da3a7478a4e18dc2/i-img869x869-1742725073423028hdavpd23.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F19),IMAGE(F19,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B19,""ja"",""en"")"
r1192154678,新品　スバル　サンバー　KS4　KV4　ターンシグナル　ウィンカー　 左　左側　2075　84411TA010　361267,1089,1100,https://500yenshop.com/en/yahoo-auctions/detail?id=r1192154678,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0107/user/6cc27df5e34723055376983930c32488b1449d9b40ccd5e12b08d216832c39ee/i-img1200x800-17521912649628xszrvn61614.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F20),IMAGE(F20,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B20,""ja"",""en"")"
l1200290697,HKB ステアリングボス サンバー ディアス ワゴン KS3 KS4 KV3 KV4 プレオ ネスタ RA1 RA2 ヴィヴィオ MOMO モモ ナルディ 対応 OS-108,1471,1472,https://500yenshop.com/en/yahoo-auctions/detail?id=l1200290697,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/7de65729d1babe7c065229c434ceeba44c790c989496e080065c2bab1a059c12/i-img600x450-1757929521224255oiovsa32.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F21),IMAGE(F21,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B21,""ja"",""en"")"
w1198630165,スバル　KS3 KS4 KV3 KV4 サンバー　電動パワステ　コンピュータセット ステアリングシャフト　 ステアリングギアボックス　流用等に,15000,,https://500yenshop.com/en/yahoo-auctions/detail?id=w1198630165,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/2a96cb93e98bc4ec1c25460d987f0e9f154dbdcb2c424e88a74f1b826c82c7fd/i-img1200x1200-17567946078747bgjp2z18349.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F22),IMAGE(F22,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B22,""ja"",""en"")"
n1201118838,サンバー V-KV4 ブレーキマスターASSY STD 4WD EN07F 002 26402TA022,7260,,https://500yenshop.com/en/yahoo-auctions/detail?id=n1201118838,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/f353448d3bd07929a6009ec87944992a429826b77055d5942e8699499b88a601/i-img640x480-17585157575655duowms261760.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F23),IMAGE(F23,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B23,""ja"",""en"")"
m1201649765,"★ スバル KV3 サンバー 電動パワステ ステアリングシャフト メーター コンピューター キーシリンダーセット 171,621㎞ KV4 KS4 ジャンク品",11000,,https://500yenshop.com/en/yahoo-auctions/detail?id=m1201649765,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/a0fcd04495a45f44119d8935c2ee62632fd94c79caf5a348c272151d9fbc8ba1/i-img640x480-17588780491382bp0v1g162303.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F24),IMAGE(F24,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B24,""ja"",""en"")"
h1196741663,スバル サンバー ディアス KV4 純正 ステアリング ホイール ハンドル 中古 約370mm 18395,1980,,https://500yenshop.com/en/yahoo-auctions/detail?id=h1196741663,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0108/user/e44432aee31442aee195693d058dce6eaf77343858c0f7bb3544abf16ef81099/i-img640x480-17554822685541h7fhij34.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F25),IMAGE(F25,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B25,""ja"",""en"")"
e1201078197,サンバーバン サンバーパネルバン KR1 KR2 KV3 KV4 KR6 KR1 KV3 KV4 KR6 ミヤコ自動車 WK704 リア カップキット WK-704 Miyaco 高品質 即納,1530,1540,https://500yenshop.com/en/yahoo-auctions/detail?id=e1201078197,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/c917fb5ad570c88ea4eef752f0845fa166e07942addbb33c366c8111296f5ac0/i-img1200x1200-17584983464851jn61ay1510.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F26),IMAGE(F26,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B26,""ja"",""en"")"
x1197113903,状態良 A4　サンバー KS3 KV3 KV4 KS4 サンバーバン トラック ヘッドライト 左右セット ヘッドランプ 左右,,10000,https://500yenshop.com/en/yahoo-auctions/detail?id=x1197113903,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0108/user/78b915a08e4bfc5852095117a48c5b409d4b77507f6a7ca46809da8df392070c/i-img1200x900-17557404426825ifgfjc11036.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F27),IMAGE(F27,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B27,""ja"",""en"")"
h1199738388,スバル サンバー トラック KS3 KS4 KV3 KV4 ドアバイザー ディアス FA7 FA8 ドミノゴ フロント用,,17800,https://500yenshop.com/en/yahoo-auctions/detail?id=h1199738388,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/b4626954f7db86a4b912d03fd06cefee95a660274cbd1d5f7bb45b52fe47f850/i-img800x800-17575456300632936uy01138.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F28),IMAGE(F28,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B28,""ja"",""en"")"
p1185961239,サンバー V-KV4 ラジエター EN07F 054 45111TA030,,11440,https://500yenshop.com/en/yahoo-auctions/detail?id=p1185961239,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0105/user/efe8700ea6ab6b3dc4ca7ffb5b05882e20996c20bd7921355ed7ba6d7f9f8b5a/i-img640x480-17479693476557wgcuqf57090.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F29),IMAGE(F29,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B29,""ja"",""en"")"
b1198628536,シフト ロック ユニット サンバー KV4 スバル 88201TA000,,3980,https://500yenshop.com/en/yahoo-auctions/detail?id=b1198628536,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/d77ad1c6611bff9a7246737623c94e778088bee56968779017ff955baa390a4f/i-img640x480-17567900745042jnhkb328.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F30),IMAGE(F30,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B30,""ja"",""en"")"
w1200292994,KS3 KS4 KV3 KV4型 サンバー 4WD ステッカー スバル サンバートラック サンバーバン サンバーディアス デカール 農道のポルシェ 横15cm,,1000,https://500yenshop.com/en/yahoo-auctions/detail?id=w1200292994,https://doko.girly.jp/img/image.php?i=https://auc-pctr.c.yimg.jp/i/auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0109/user/1097ffda86f47134fa3ed5b6f94b4dc9bb197af340eb658df475d8056bd1b85a/i-img1200x872-17579327606130022x6zqu31.jpg?pri=l&w=300&h=300&up=0&nf_src=sy&nf_path=images/auc/pc/top/image/1.0.3/na_170x170.png&nf_st=200,"=IF(LEN(F31),IMAGE(F31,"""",3,160,160),"""")",https://500yenshop.com/en/yahoo-auctions/list?cid=All&search=334460&s=%E3%82%B5%E3%83%B3%E3%83%90%E3%83%BC+kv4+KV4&translate=0&page=1,"=TRANSLATE(B31,""ja"",""en"")"
